Date,QQQ,VNQ,XLF,XLV,XLP,XLU,XLE,XLI,IBB,ITA
05-Jan-2009,-0.0322455235827699,-1.85906756815037,-1.67267095213482,-0.481028080847007,0.412183520087282,1.4037906446283,2.32568928703606,-0.785607253404151,0.77400328843497,0.326647625813324
06-Jan-2009,0.994405940522712,4.87350256369522,1.59364172997843,-1.64553812679331,-1.49193051540992,-1.43742794312388,1.08508659586293,2.17623522509245,-2.15719976906699,1.64032843926912
07-Jan-2009,-2.88185861636773,-3.4119571204128,-5.35845981385226,-0.90907302553317,-1.00717105661388,-0.811382514528866,-4.33225949275614,-4.57082871281773,-1.10341326368693,-2.3650720665575
08-Jan-2009,1.04579330326275,-0.742469091175715,-0.417869547569804,0.569150313061895,-1.31602951040897,-0.510482145805007,1.27975027962292,0.973120330228641,1.08933027553817,0.117260952508172
09-Jan-2009,-2.26875284567424,-5.26665173465125,-3.23431771934073,-1.06506440279859,-1.72422551745209,-0.787790668505149,-3.41549624698859,-2.2137537507621,-2.69534101833043,-1.84488177939705
12-Jan-2009,-1.84599996276278,-6.03983515686473,-5.42114514358842,-1.30870952962797,0.043478543983027,0.0343748787973739,-4.0274031922054,-2.21992925921045,-0.754492211543503,-1.46690910734862
13-Jan-2009,0.0338837368475498,2.97207300170056,1.36058119454234,0.848753806270353,0.60657249191943,-1.90878552241639,2.47347030503942,-1.73141639705092,2.26088594531104,-1.58714499944098
14-Jan-2009,-3.09519689151534,-5.37553774186504,-5.93864641482299,-1.43160662916819,-2.22763043159872,-1.23391782736446,-4.89991322349206,-3.78783514015077,-2.12989177661956,-2.13937582719
15-Jan-2009,1.62835219980541,3.23442254542871,-4.69754557455326,0.699016832602358,0.44075117655272,0.530678327983043,1.24222744687304,0.925937943704936,2.22950878564431,0.32633865212171
16-Jan-2009,1.09363452059626,3.7174462091014,-3.05211482014857,0.847795691758811,0.919192367706074,1.95673877679989,0.798201382341681,0.551459088355158,0.708701580234311,2.52425880970927
20-Jan-2009,-5.08996375902518,-11.8703881501217,-18.0670477728769,-2.44719766423765,-1.18341698262272,-1.74524927086327,-5.47595833178976,-4.73929863738395,-4.0498436914486,-4.19224237664512
21-Jan-2009,4.16799822132018,9.95081211803746,13.7391890938707,2.10121811969707,0.483820928697711,1.12047409416999,6.5020399751834,2.51496589214107,3.48329699254973,3.38251002845939
22-Jan-2009,-1.34692660342669,-5.62579796003589,-6.34605359016152,0.42268826686611,-0.0877865529509199,-0.0348282067267408,-2.7818465146647,-0.328572034443704,-1.89283814446783,-0.667385858295891
23-Jan-2009,0.485607834973404,2.99696997775452,3.27898730119822,0,-0.97086794666359,0.208756378029961,2.8669128145022,-3.0551379631144,-1.23807709223686,-0.846876957830402
26-Jan-2009,0.723984204205376,-0.579339395541503,-1.79575062304778,-0.538256550061433,0.662974228831947,2.37003118590078,1.83180693267483,1.15663034556447,1.04972892551513,1.56351342640643
27-Jan-2009,0.718799323756287,1.41029720080574,3.45050241509183,2.06035670405323,0.527253947857116,0.474108274168112,0.166783214369773,1.80445317677499,1.26821261640008,0.638211278908656
28-Jan-2009,3.45270824080225,8.30250783545794,12.0454007982817,1.53647534117606,1.00279238196761,0.639818928155547,2.69200338642287,2.83013578133543,2.08325191222277,2.36954580865048
29-Jan-2009,-2.56984099919441,-8.52555826390997,-8.1822719554777,-1.4232488596721,-0.871409189957529,-0.741246145994381,-3.5916971418162,-3.72831915531618,-0.421635714621604,-3.60049023333503
30-Jan-2009,-1.77356400672406,-4.20186886586598,-2.77495913287635,-1.06181493222624,-3.11142125526581,-2.01546749070267,-1.39683437446769,-2.15990426396853,-0.380991641230473,-0.571361090308585
02-Feb-2009,1.19720981909095,2.39944212657505,0,0.646006179623458,-0.861419514388971,0.550642243011739,-1.61141134275637,-2.30686091786111,0.914761084675132,-1.91155175027171
03-Feb-2009,1.551985357603,-1.01190418837528,-1.85700654593056,2.54316839107953,2.16220485446081,0.44511976174398,1.71789971329193,1.82047274157835,1.79111051690524,1.3118689145525
04-Feb-2009,0.133805356903154,-2.45780688074091,-1.10861469232607,-0.444119926070179,-2.75597818589562,0.748809904433832,0.932420414147445,-0.537781665136534,0.370856365430488,-0.150505807993425
05-Feb-2009,2.18265307503582,-2.14110252706758,1.54868873037694,0.849486296158644,1.41009238760316,0.709597039712665,2.41729796761382,1.16964378863812,1.36167440335516,0.998985269867189
06-Feb-2009,2.58326239990346,6.70903848959992,7.198862320343,0.805893228996391,1.70177808877158,0.637666476710212,1.83600200372055,2.39360839148097,0.741110684766997,0.297811361509791
09-Feb-2009,0.413569048489272,1.46682938230115,1.11737965899702,-0.292309597661135,-0.981746870262985,-0.570368017629079,0.363210975342624,1.87447367246572,-0.417056008484135,1.1088111894865
10-Feb-2009,-3.75205550088649,-9.31599031843886,-10.7607878111437,-3.38636986286696,-3.28196792559721,-2.8670892949988,-4.76427197000675,-5.38867894617337,-2.62238524483044,-4.51097210518221
11-Feb-2009,-0.46249551890979,1.89304419252147,4.72354734481175,1.2412816908203,0.554586012669524,-0.312134135706422,-1.14727760536364,0.780874625764211,0.414307314327504,-0.179553903918564
12-Feb-2009,1.21771957140354,-1.71946323186688,-1.29591699008915,1.15224983220269,0.917390784088797,-0.872141000833965,0.17081785668037,-1.12441329769042,1.89753477664729,0.128291537017002
13-Feb-2009,-0.4590187825977,-6.33601444256117,-3.87861936588541,-1.52674851332023,-1.5647003073249,-0.597417781414985,0.234391937499231,0,-1.01935630098337,1.07144989995941
17-Feb-2009,-4.05758314617229,-7.35959653165732,-10.473303969018,-1.74115407938664,-1.44828393200566,-4.43235204414028,-7.16717869856524,-5.19666520812245,-1.44483850416846,-4.09170544138932
18-Feb-2009,0.0684514141191808,1.4217959213321,0,-0.0381813158354416,0.516339397497114,-1.52224146690409,-0.573195583579226,0.155234096832316,-0.695390596008718,-0.663013826352143
19-Feb-2009,-1.55095896377237,-4.40952446801782,-5.41364118371181,-0.191148590275036,1.2561168610103,0.447931296385666,0.0229798818351535,-2.24843456340584,-1.44799672681624,-0.53365489541214
20-Feb-2009,0.277465620610208,6.12031240584091,-1.46768476398835,-1.03867570100531,-1.53739852027491,-2.29811186481993,-2.60842633060127,-1.54543037584098,-0.853228606124608,-2.51940384376118
23-Feb-2009,-3.56108466331235,-7.81488088122101,-3.55718458720824,-1.99189163584206,-2.61606174098264,-2.43016523544766,-4.78468215781552,-3.94356450092903,-1.62698696880684,-4.63240947728528
24-Feb-2009,3.24884487214092,8.12280536812823,11.4373126232887,1.4489874818815,1.90930048222418,2.84851785988899,4.59569721994821,2.15539083953635,1.51265651641859,2.35704545291614
25-Feb-2009,-0.662319740251117,-1.94031303888179,-0.623078245639346,-2.04247686136547,-0.950115915616325,-0.647248506490368,-0.592742265242272,-2.43513914694272,-1.26619205999191,-3.60039596660739
26-Feb-2009,-2.83811452333186,-5.26968946433157,1.61197906822682,-5.12926709269014,-2.22015448993759,-1.65608149593109,0.23750829309918,-1.75196101968093,-5.07904812734527,-2.59372729867825
27-Feb-2009,-0.939969966631865,-1.330514126936,-6.74130214609391,-4.09268172079814,-0.636468572228438,-1.56562254759307,-2.44967513118931,-2.54057734506122,-3.99400084057942,-3.2163056085647
